ResponseId;AnswerId;ModuleId;Value;DateTime
132;11;2;1;23.08.2016 16:50
133;14;2;1;23.08.2016 16:50
134;18;2;1;23.08.2016 16:50
135;23;2;1;23.08.2016 16:50
136;27;2;1;23.08.2016 16:50
137;31;2;1;23.08.2016 16:50
138;35;2;1;23.08.2016 16:50
139;39;2;1;23.08.2016 16:50
140;42;2;1;23.08.2016 16:50
141;46;2;1;23.08.2016 16:50
142;50;2;8;23.08.2016 16:50
143;51;2;8;23.08.2016 16:50
144;52;2;9;23.08.2016 16:50
145;1;2;1;23.08.2016 16:57
146;4;2;1;23.08.2016 16:57
147;7;2;1;23.08.2016 16:57
148;11;2;1;23.08.2016 16:57
149;14;2;1;23.08.2016 16:57
150;18;2;1;23.08.2016 16:57
151;22;2;1;23.08.2016 16:57
152;27;2;1;23.08.2016 16:57
153;31;2;1;23.08.2016 16:57
154;35;2;1;23.08.2016 16:57
155;38;2;1;23.08.2016 16:57
156;42;2;1;23.08.2016 16:57
157;46;2;1;23.08.2016 16:57
158;50;2;5;23.08.2016 16:57
159;51;2;9;23.08.2016 16:57
160;52;2;9;23.08.2016 16:57
161;2;2;1;23.08.2016 18:11
162;4;2;1;23.08.2016 18:11
163;7;2;1;23.08.2016 18:11
164;11;2;1;23.08.2016 18:11
165;14;2;1;23.08.2016 18:11
166;18;2;1;23.08.2016 18:11
167;23;2;1;23.08.2016 18:11
168;27;2;1;23.08.2016 18:11
169;31;2;1;23.08.2016 18:11
170;34;2;1;23.08.2016 18:11
171;38;2;1;23.08.2016 18:11
172;42;2;1;23.08.2016 18:11
173;47;2;1;23.08.2016 18:11
174;50;2;7;23.08.2016 18:11
175;51;2;8;23.08.2016 18:11
176;52;2;8;23.08.2016 18:11
177;1;2;1;23.08.2016 18:27
178;4;2;1;23.08.2016 18:27
179;7;2;1;23.08.2016 18:27
180;10;2;1;23.08.2016 18:27
181;13;2;1;23.08.2016 18:27
182;18;2;1;23.08.2016 18:27
183;22;2;1;23.08.2016 18:27
184;27;2;1;23.08.2016 18:27
185;31;2;1;23.08.2016 18:27
186;35;2;1;23.08.2016 18:27
187;39;2;1;23.08.2016 18:27
188;42;2;1;23.08.2016 18:27
189;47;2;1;23.08.2016 18:27
190;50;2;3;23.08.2016 18:27
191;51;2;7;23.08.2016 18:27
192;52;2;7;23.08.2016 18:27
193;2;5;1;26.08.2016 14:37
194;4;5;1;26.08.2016 14:37
195;7;5;1;26.08.2016 14:37
196;11;5;1;26.08.2016 14:37
197;13;5;1;26.08.2016 14:37
198;18;5;1;26.08.2016 14:37
199;22;5;1;26.08.2016 14:37
200;26;5;1;26.08.2016 14:37
201;30;5;1;26.08.2016 14:37
202;34;5;1;26.08.2016 14:37
203;38;5;1;26.08.2016 14:37
204;42;5;1;26.08.2016 14:37
205;46;5;1;26.08.2016 14:37
206;50;5;6;26.08.2016 14:37
207;51;5;10;26.08.2016 14:37
208;52;5;10;26.08.2016 14:37
209;1;5;1;26.08.2016 15:16
210;4;5;1;26.08.2016 15:16
211;9;5;1;26.08.2016 15:16
212;10;5;1;26.08.2016 15:16
213;14;5;1;26.08.2016 15:16
214;18;5;1;26.08.2016 15:16
215;23;5;1;26.08.2016 15:16
216;26;5;1;26.08.2016 15:16
217;30;5;1;26.08.2016 15:16
218;34;5;1;26.08.2016 15:16
219;38;5;1;26.08.2016 15:16
220;43;5;1;26.08.2016 15:16
221;46;5;1;26.08.2016 15:16
222;50;5;9;26.08.2016 15:16
223;51;5;4;26.08.2016 15:16
224;52;5;10;26.08.2016 15:16
225;2;5;1;26.08.2016 15:27
226;5;5;1;26.08.2016 15:27
227;7;5;1;26.08.2016 15:27
228;11;5;1;26.08.2016 15:27
229;15;5;1;26.08.2016 15:27
230;18;5;1;26.08.2016 15:27
231;22;5;1;26.08.2016 15:27
232;27;5;1;26.08.2016 15:27
233;32;5;1;26.08.2016 15:27
234;35;5;1;26.08.2016 15:27
235;39;5;1;26.08.2016 15:27
236;44;5;1;26.08.2016 15:27
237;47;5;1;26.08.2016 15:27
238;50;5;8;26.08.2016 15:27
239;51;5;10;26.08.2016 15:27
240;52;5;7;26.08.2016 15:27
241;2;5;1;26.08.2016 15:27
242;4;5;1;26.08.2016 15:27
243;7;5;1;26.08.2016 15:27
244;11;5;1;26.08.2016 15:27
245;14;5;1;26.08.2016 15:27
246;19;5;1;26.08.2016 15:27
247;22;5;1;26.08.2016 15:27
248;26;5;1;26.08.2016 15:27
249;30;5;1;26.08.2016 15:27
250;35;5;1;26.08.2016 15:27
251;38;5;1;26.08.2016 15:27
252;42;5;1;26.08.2016 15:27
253;47;5;1;26.08.2016 15:27
254;50;5;7;26.08.2016 15:27
255;51;5;8;26.08.2016 15:27
256;52;5;9;26.08.2016 15:27
257;1;5;1;26.08.2016 15:28
258;4;5;1;26.08.2016 15:28
259;7;5;1;26.08.2016 15:28
260;11;5;1;26.08.2016 15:28
261;14;5;1;26.08.2016 15:28
262;18;5;1;26.08.2016 15:28
263;22;5;1;26.08.2016 15:28
264;27;5;1;26.08.2016 15:28
265;30;5;1;26.08.2016 15:28
266;34;5;1;26.08.2016 15:28
267;38;5;1;26.08.2016 15:28
268;42;5;1;26.08.2016 15:28
269;46;5;1;26.08.2016 15:28
270;50;5;10;26.08.2016 15:28
271;51;5;8;26.08.2016 15:28
272;52;5;9;26.08.2016 15:28
273;2;5;1;26.08.2016 15:28
274;4;5;1;26.08.2016 15:28
275;7;5;1;26.08.2016 15:28
276;10;5;1;26.08.2016 15:28
277;13;5;1;26.08.2016 15:28
278;19;5;1;26.08.2016 15:28
279;23;5;1;26.08.2016 15:28
280;27;5;1;26.08.2016 15:28
281;31;5;1;26.08.2016 15:28
282;35;5;1;26.08.2016 15:28
283;38;5;1;26.08.2016 15:28
284;42;5;1;26.08.2016 15:28
285;47;5;1;26.08.2016 15:28
286;50;5;8;26.08.2016 15:28
287;51;5;10;26.08.2016 15:28
288;52;5;8;26.08.2016 15:28
289;1;5;1;26.08.2016 15:28
290;4;5;1;26.08.2016 15:28
291;7;5;1;26.08.2016 15:28
292;11;5;1;26.08.2016 15:28
293;14;5;1;26.08.2016 15:28
294;18;5;1;26.08.2016 15:28
295;23;5;1;26.08.2016 15:28
296;27;5;1;26.08.2016 15:28
297;31;5;1;26.08.2016 15:28
298;35;5;1;26.08.2016 15:28
299;39;5;1;26.08.2016 15:28
300;42;5;1;26.08.2016 15:28
301;46;5;1;26.08.2016 15:28
302;50;5;9;26.08.2016 15:28
303;51;5;9;26.08.2016 15:28
304;52;5;9;26.08.2016 15:28
305;1;5;1;26.08.2016 15:28
306;4;5;1;26.08.2016 15:28
307;7;5;1;26.08.2016 15:28
308;11;5;1;26.08.2016 15:28
309;14;5;1;26.08.2016 15:28
310;18;5;1;26.08.2016 15:28
311;23;5;1;26.08.2016 15:28
312;27;5;1;26.08.2016 15:28
313;31;5;1;26.08.2016 15:28
314;35;5;1;26.08.2016 15:28
315;39;5;1;26.08.2016 15:28
316;42;5;1;26.08.2016 15:28
317;46;5;1;26.08.2016 15:28
318;50;5;8;26.08.2016 15:28
319;51;5;9;26.08.2016 15:28
320;52;5;9;26.08.2016 15:28
321;2;5;1;26.08.2016 15:28
322;4;5;1;26.08.2016 15:28
323;7;5;1;26.08.2016 15:28
324;11;5;1;26.08.2016 15:28
325;14;5;1;26.08.2016 15:28
326;18;5;1;26.08.2016 15:28
327;22;5;1;26.08.2016 15:28
328;26;5;1;26.08.2016 15:28
329;30;5;1;26.08.2016 15:28
330;34;5;1;26.08.2016 15:28
331;38;5;1;26.08.2016 15:28
332;42;5;1;26.08.2016 15:28
333;47;5;1;26.08.2016 15:28
334;50;5;8;26.08.2016 15:28
335;51;5;7;26.08.2016 15:28
336;52;5;7;26.08.2016 15:28
337;1;5;1;26.08.2016 15:28
338;4;5;1;26.08.2016 15:28
339;7;5;1;26.08.2016 15:28
340;11;5;1;26.08.2016 15:28
341;14;5;1;26.08.2016 15:28
342;18;5;1;26.08.2016 15:28
343;23;5;1;26.08.2016 15:28
344;27;5;1;26.08.2016 15:28
345;31;5;1;26.08.2016 15:28
346;35;5;1;26.08.2016 15:28
347;39;5;1;26.08.2016 15:28
348;42;5;1;26.08.2016 15:28
349;47;5;1;26.08.2016 15:28
350;50;5;7;26.08.2016 15:28
351;51;5;8;26.08.2016 15:28
352;52;5;8;26.08.2016 15:28
353;1;5;1;26.08.2016 15:28
354;4;5;1;26.08.2016 15:28
355;7;5;1;26.08.2016 15:28
356;11;5;1;26.08.2016 15:28
357;14;5;1;26.08.2016 15:28
358;18;5;1;26.08.2016 15:28
359;23;5;1;26.08.2016 15:28
360;27;5;1;26.08.2016 15:28
361;31;5;1;26.08.2016 15:28
362;35;5;1;26.08.2016 15:28
363;39;5;1;26.08.2016 15:28
364;42;5;1;26.08.2016 15:28
365;46;5;1;26.08.2016 15:28
366;50;5;8;26.08.2016 15:28
367;51;5;8;26.08.2016 15:28
368;52;5;9;26.08.2016 15:28
369;1;5;1;26.08.2016 15:28
370;4;5;1;26.08.2016 15:28
371;7;5;1;26.08.2016 15:28
372;11;5;1;26.08.2016 15:28
373;14;5;1;26.08.2016 15:28
374;18;5;1;26.08.2016 15:28
375;23;5;1;26.08.2016 15:28
376;27;5;1;26.08.2016 15:28
377;31;5;1;26.08.2016 15:28
378;35;5;1;26.08.2016 15:28
379;38;5;1;26.08.2016 15:28
380;43;5;1;26.08.2016 15:28
381;47;5;1;26.08.2016 15:28
382;50;5;8;26.08.2016 15:28
383;51;5;8;26.08.2016 15:28
384;52;5;9;26.08.2016 15:28
385;2;5;1;26.08.2016 15:29
386;5;5;1;26.08.2016 15:29
387;8;5;1;26.08.2016 15:29
388;11;5;1;26.08.2016 15:29
389;14;5;1;26.08.2016 15:29
390;19;5;1;26.08.2016 15:29
391;22;5;1;26.08.2016 15:29
392;29;5;1;26.08.2016 15:29
393;33;5;1;26.08.2016 15:29
394;34;5;1;26.08.2016 15:29
395;39;5;1;26.08.2016 15:29
396;42;5;1;26.08.2016 15:29
397;47;5;1;26.08.2016 15:29
398;50;5;7;26.08.2016 15:29
399;51;5;7;26.08.2016 15:29
400;52;5;8;26.08.2016 15:29
401;1;5;1;26.08.2016 15:40
402;4;5;1;26.08.2016 15:40
403;7;5;1;26.08.2016 15:40
404;11;5;1;26.08.2016 15:40
405;14;5;1;26.08.2016 15:40
406;19;5;1;26.08.2016 15:40
407;23;5;1;26.08.2016 15:40
408;27;5;1;26.08.2016 15:40
409;30;5;1;26.08.2016 15:40
410;35;5;1;26.08.2016 15:40
411;38;5;1;26.08.2016 15:40
412;43;5;1;26.08.2016 15:40
413;47;5;1;26.08.2016 15:40
414;50;5;2;26.08.2016 15:40
415;51;5;1;26.08.2016 15:40
416;52;5;2;26.08.2016 15:40
417;1;4;1;08.09.2016 13:14
418;4;4;1;08.09.2016 13:14
419;7;4;1;08.09.2016 13:14
420;11;4;1;08.09.2016 13:14
421;14;4;1;08.09.2016 13:14
422;19;4;1;08.09.2016 13:14
423;23;4;1;08.09.2016 13:14
424;27;4;1;08.09.2016 13:14
425;31;4;1;08.09.2016 13:14
426;35;4;1;08.09.2016 13:14
427;39;4;1;08.09.2016 13:14
428;43;4;1;08.09.2016 13:14
429;47;4;1;08.09.2016 13:14
430;50;4;7;08.09.2016 13:14
431;51;4;7;08.09.2016 13:14
432;52;4;7;08.09.2016 13:14
433;2;5;1;08.09.2016 16:08
434;5;5;1;08.09.2016 16:08
435;9;5;1;08.09.2016 16:08
436;11;5;1;08.09.2016 16:08
437;14;5;1;08.09.2016 16:08
438;18;5;1;08.09.2016 16:08
439;23;5;1;08.09.2016 16:08
440;26;5;1;08.09.2016 16:08
441;30;5;1;08.09.2016 16:08
442;36;5;1;08.09.2016 16:08
443;38;5;1;08.09.2016 16:08
444;42;5;1;08.09.2016 16:08
445;47;5;1;08.09.2016 16:08
446;50;5;8;08.09.2016 16:08
447;51;5;8;08.09.2016 16:08
448;52;5;9;08.09.2016 16:08
449;1;5;1;08.09.2016 16:09
450;4;5;1;08.09.2016 16:09
451;7;5;1;08.09.2016 16:09
452;10;5;1;08.09.2016 16:09
453;14;5;1;08.09.2016 16:09
454;18;5;1;08.09.2016 16:09
455;23;5;1;08.09.2016 16:09
456;27;5;1;08.09.2016 16:09
457;31;5;1;08.09.2016 16:09
458;34;5;1;08.09.2016 16:09
459;39;5;1;08.09.2016 16:09
460;42;5;1;08.09.2016 16:09
461;47;5;1;08.09.2016 16:09
462;50;5;7;08.09.2016 16:09
463;51;5;8;08.09.2016 16:09
464;52;5;7;08.09.2016 16:09
465;1;5;1;08.09.2016 16:09
466;4;5;1;08.09.2016 16:09
467;9;5;1;08.09.2016 16:09
468;10;5;1;08.09.2016 16:09
469;13;5;1;08.09.2016 16:09
470;18;5;1;08.09.2016 16:09
471;22;5;1;08.09.2016 16:09
472;26;5;1;08.09.2016 16:09
473;30;5;1;08.09.2016 16:09
474;34;5;1;08.09.2016 16:09
475;38;5;1;08.09.2016 16:09
476;43;5;1;08.09.2016 16:09
477;46;5;1;08.09.2016 16:09
478;50;5;10;08.09.2016 16:09
479;51;5;10;08.09.2016 16:09
480;52;5;10;08.09.2016 16:09
481;2;5;1;08.09.2016 16:09
482;5;5;1;08.09.2016 16:09
483;7;5;1;08.09.2016 16:09
484;12;5;1;08.09.2016 16:09
485;13;5;1;08.09.2016 16:09
486;18;5;1;08.09.2016 16:09
487;23;5;1;08.09.2016 16:09
488;27;5;1;08.09.2016 16:09
489;31;5;1;08.09.2016 16:09
490;35;5;1;08.09.2016 16:09
491;38;5;1;08.09.2016 16:09
492;42;5;1;08.09.2016 16:09
493;48;5;1;08.09.2016 16:09
494;50;5;7;08.09.2016 16:09
495;51;5;8;08.09.2016 16:09
496;52;5;8;08.09.2016 16:09
497;1;5;1;08.09.2016 16:09
498;4;5;1;08.09.2016 16:09
499;7;5;1;08.09.2016 16:09
500;11;5;1;08.09.2016 16:09
501;14;5;1;08.09.2016 16:09
502;18;5;1;08.09.2016 16:09
503;23;5;1;08.09.2016 16:09
504;27;5;1;08.09.2016 16:09
505;31;5;1;08.09.2016 16:09
506;35;5;1;08.09.2016 16:09
507;39;5;1;08.09.2016 16:09
508;43;5;1;08.09.2016 16:09
509;46;5;1;08.09.2016 16:09
510;50;5;7;08.09.2016 16:09
511;51;5;8;08.09.2016 16:09
512;52;5;7;08.09.2016 16:09
513;1;5;1;08.09.2016 16:09
514;4;5;1;08.09.2016 16:09
515;7;5;1;08.09.2016 16:09
516;10;5;1;08.09.2016 16:09
517;13;5;1;08.09.2016 16:09
518;18;5;1;08.09.2016 16:09
519;23;5;1;08.09.2016 16:09
520;27;5;1;08.09.2016 16:09
521;31;5;1;08.09.2016 16:09
522;35;5;1;08.09.2016 16:09
523;38;5;1;08.09.2016 16:09
524;42;5;1;08.09.2016 16:09
525;47;5;1;08.09.2016 16:09
526;50;5;8;08.09.2016 16:09
527;51;5;10;08.09.2016 16:09
528;52;5;10;08.09.2016 16:09
529;2;5;1;08.09.2016 16:09
530;4;5;1;08.09.2016 16:09
531;7;5;1;08.09.2016 16:09
532;11;5;1;08.09.2016 16:09
533;14;5;1;08.09.2016 16:09
534;18;5;1;08.09.2016 16:09
535;24;5;1;08.09.2016 16:09
536;28;5;1;08.09.2016 16:09
537;31;5;1;08.09.2016 16:09
538;34;5;1;08.09.2016 16:09
539;39;5;1;08.09.2016 16:09
540;42;5;1;08.09.2016 16:09
541;47;5;1;08.09.2016 16:09
542;50;5;7;08.09.2016 16:09
543;51;5;6;08.09.2016 16:09
544;52;5;6;08.09.2016 16:09
545;2;5;1;08.09.2016 16:09
546;5;5;1;08.09.2016 16:09
547;7;5;1;08.09.2016 16:09
548;10;5;1;08.09.2016 16:09
549;14;5;1;08.09.2016 16:09
550;18;5;1;08.09.2016 16:09
551;22;5;1;08.09.2016 16:09
552;27;5;1;08.09.2016 16:09
553;31;5;1;08.09.2016 16:09
554;34;5;1;08.09.2016 16:09
555;38;5;1;08.09.2016 16:09
556;42;5;1;08.09.2016 16:09
557;46;5;1;08.09.2016 16:09
558;50;5;8;08.09.2016 16:09
559;51;5;8;08.09.2016 16:09
560;52;5;8;08.09.2016 16:09
561;1;5;1;08.09.2016 16:09
562;4;5;1;08.09.2016 16:09
563;7;5;1;08.09.2016 16:09
564;11;5;1;08.09.2016 16:09
565;14;5;1;08.09.2016 16:09
566;18;5;1;08.09.2016 16:09
567;23;5;1;08.09.2016 16:09
568;27;5;1;08.09.2016 16:09
569;31;5;1;08.09.2016 16:09
570;35;5;1;08.09.2016 16:09
571;38;5;1;08.09.2016 16:09
572;42;5;1;08.09.2016 16:09
573;46;5;1;08.09.2016 16:09
574;50;5;8;08.09.2016 16:09
575;51;5;9;08.09.2016 16:09
576;52;5;9;08.09.2016 16:09
577;1;5;1;08.09.2016 16:09
578;4;5;1;08.09.2016 16:09
579;7;5;1;08.09.2016 16:09
580;10;5;1;08.09.2016 16:09
581;13;5;1;08.09.2016 16:09
582;18;5;1;08.09.2016 16:09
583;23;5;1;08.09.2016 16:09
584;27;5;1;08.09.2016 16:09
585;31;5;1;08.09.2016 16:09
586;35;5;1;08.09.2016 16:09
587;38;5;1;08.09.2016 16:09
588;42;5;1;08.09.2016 16:09
589;46;5;1;08.09.2016 16:09
590;50;5;7;08.09.2016 16:09
591;51;5;10;08.09.2016 16:09
592;52;5;8;08.09.2016 16:09
593;1;5;1;08.09.2016 16:10
594;4;5;1;08.09.2016 16:10
595;7;5;1;08.09.2016 16:10
596;10;5;1;08.09.2016 16:10
597;13;5;1;08.09.2016 16:10
598;18;5;1;08.09.2016 16:10
599;23;5;1;08.09.2016 16:10
600;27;5;1;08.09.2016 16:10
601;31;5;1;08.09.2016 16:10
602;35;5;1;08.09.2016 16:10
603;39;5;1;08.09.2016 16:10
604;42;5;1;08.09.2016 16:10
605;46;5;1;08.09.2016 16:10
606;50;5;6;08.09.2016 16:10
607;51;5;9;08.09.2016 16:10
608;52;5;9;08.09.2016 16:10
609;1;5;1;08.09.2016 16:10
610;4;5;1;08.09.2016 16:10
611;7;5;1;08.09.2016 16:10
612;10;5;1;08.09.2016 16:10
613;14;5;1;08.09.2016 16:10
614;19;5;1;08.09.2016 16:10
615;22;5;1;08.09.2016 16:10
616;26;5;1;08.09.2016 16:10
617;30;5;1;08.09.2016 16:10
618;35;5;1;08.09.2016 16:10
619;38;5;1;08.09.2016 16:10
620;42;5;1;08.09.2016 16:10
621;47;5;1;08.09.2016 16:10
622;50;5;6;08.09.2016 16:10
623;51;5;8;08.09.2016 16:10
624;52;5;8;08.09.2016 16:10
625;2;5;1;08.09.2016 16:12
626;4;5;1;08.09.2016 16:12
627;7;5;1;08.09.2016 16:12
628;10;5;1;08.09.2016 16:12
629;14;5;1;08.09.2016 16:12
630;18;5;1;08.09.2016 16:12
631;23;5;1;08.09.2016 16:12
632;27;5;1;08.09.2016 16:12
633;31;5;1;08.09.2016 16:12
634;34;5;1;08.09.2016 16:12
635;38;5;1;08.09.2016 16:12
636;42;5;1;08.09.2016 16:12
637;46;5;1;08.09.2016 16:12
638;50;5;10;08.09.2016 16:12
639;51;5;8;08.09.2016 16:12
640;52;5;10;08.09.2016 16:12
641;1;2;1;12.09.2016 16:51
642;4;2;1;12.09.2016 16:51
643;9;2;1;12.09.2016 16:51
644;11;2;1;12.09.2016 16:51
645;14;2;1;12.09.2016 16:51
646;18;2;1;12.09.2016 16:51
647;22;2;1;12.09.2016 16:51
648;27;2;1;12.09.2016 16:51
649;31;2;1;12.09.2016 16:51
650;34;2;1;12.09.2016 16:51
651;38;2;1;12.09.2016 16:51
652;42;2;1;12.09.2016 16:51
653;46;2;1;12.09.2016 16:51
654;50;2;3;12.09.2016 16:51
655;51;2;7;12.09.2016 16:51
656;52;2;8;12.09.2016 16:51
657;1;2;1;12.09.2016 16:51
658;4;2;1;12.09.2016 16:51
659;7;2;1;12.09.2016 16:51
660;10;2;1;12.09.2016 16:51
661;13;2;1;12.09.2016 16:51
662;18;2;1;12.09.2016 16:51
663;23;2;1;12.09.2016 16:51
664;27;2;1;12.09.2016 16:51
665;31;2;1;12.09.2016 16:51
666;34;2;1;12.09.2016 16:51
667;38;2;1;12.09.2016 16:51
668;42;2;1;12.09.2016 16:51
669;46;2;1;12.09.2016 16:51
670;50;2;8;12.09.2016 16:51
671;51;2;8;12.09.2016 16:51
672;52;2;10;12.09.2016 16:51
673;1;2;1;12.09.2016 16:51
674;4;2;1;12.09.2016 16:51
675;7;2;1;12.09.2016 16:51
676;11;2;1;12.09.2016 16:51
677;14;2;1;12.09.2016 16:51
678;18;2;1;12.09.2016 16:51
679;23;2;1;12.09.2016 16:51
680;27;2;1;12.09.2016 16:51
681;31;2;1;12.09.2016 16:51
682;34;2;1;12.09.2016 16:51
683;38;2;1;12.09.2016 16:51
684;42;2;1;12.09.2016 16:51
685;46;2;1;12.09.2016 16:51
686;50;2;5;12.09.2016 16:51
687;51;2;9;12.09.2016 16:51
688;52;2;8;12.09.2016 16:51
689;3;2;1;12.09.2016 16:55
690;4;2;1;12.09.2016 16:55
691;7;2;1;12.09.2016 16:55
692;10;2;1;12.09.2016 16:55
693;13;2;1;12.09.2016 16:55
694;18;2;1;12.09.2016 16:55
695;23;2;1;12.09.2016 16:55
696;27;2;1;12.09.2016 16:55
697;31;2;1;12.09.2016 16:55
698;35;2;1;12.09.2016 16:55
699;38;2;1;12.09.2016 16:55
700;43;2;1;12.09.2016 16:55
701;46;2;1;12.09.2016 16:55
702;50;2;8;12.09.2016 16:55
703;51;2;10;12.09.2016 16:55
704;52;2;8;12.09.2016 16:55
705;1;2;1;12.09.2016 16:56
706;4;2;1;12.09.2016 16:56
707;9;2;1;12.09.2016 16:56
708;11;2;1;12.09.2016 16:56
709;13;2;1;12.09.2016 16:56
710;18;2;1;12.09.2016 16:56
711;23;2;1;12.09.2016 16:56
712;27;2;1;12.09.2016 16:56
713;31;2;1;12.09.2016 16:56
714;34;2;1;12.09.2016 16:56
715;38;2;1;12.09.2016 16:56
716;42;2;1;12.09.2016 16:56
717;47;2;1;12.09.2016 16:56
718;50;2;7;12.09.2016 16:56
719;51;2;8;12.09.2016 16:56
720;52;2;10;12.09.2016 16:56
721;1;2;1;12.09.2016 16:57
722;4;2;1;12.09.2016 16:57
723;7;2;1;12.09.2016 16:57
724;10;2;1;12.09.2016 16:57
725;13;2;1;12.09.2016 16:57
726;18;2;1;12.09.2016 16:57
727;23;2;1;12.09.2016 16:57
728;27;2;1;12.09.2016 16:57
729;31;2;1;12.09.2016 16:57
730;35;2;1;12.09.2016 16:57
731;38;2;1;12.09.2016 16:57
732;42;2;1;12.09.2016 16:57
733;46;2;1;12.09.2016 16:57
734;50;2;8;12.09.2016 16:57
